UNIQUE_ID,COLLISION_ID,CRASH_DATE,CRASH_TIME,VEHICLE_ID,STATE_REGISTRATION,VEHICLE_TYPE,VEHICLE_MAKE,VEHICLE_MODEL,VEHICLE_YEAR,TRAVEL_DIRECTION,VEHICLE_OCCUPANTS,DRIVER_SEX,DRIVER_LICENSE_STATUS,DRIVER_LICENSE_JURISDICTION,PRE_CRASH,POINT_OF_IMPACT,VEHICLE_DAMAGE,VEHICLE_DAMAGE_1,VEHICLE_DAMAGE_2,VEHICLE_DAMAGE_3,PUBLIC_PROPERTY_DAMAGE,PUBLIC_PROPERTY_DAMAGE_TYPE,CONTRIBUTING_FACTOR_1,CONTRIBUTING_FACTOR_2
19139523,4228675,10/24/2019,8:00,593c8cb8-5dd2-4e43-906e-c27925ac87e4,NY,Sedan,HOND -CAR/SUV,,2018,North,1,F,Licensed,NY,Going Straight Ahead,Left Front Bumper,Left Front Bumper,Center Front End,,,N,,Failure to Yield Right-of-Way,Unspecified
17049525,3452570,05/22/2016,23:05,311635,NY,Sedan,TOYT -CAR/SUV,,2014,North,0,M,Licensed,NY,Going Straight Ahead,Center Front End,Left Front Bumper,Right Front Bumper,,,N,,Unspecified,Unspecified
13089065,236693,09/01/2013,0:30,1,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,
19139466,4228896,10/24/2019,17:35,680ca55b-90d9-49b0-8c3c-0f52d6ee077d,NY,Sedan,NISS -CAR/SUV,,2013,East,2,M,Licensed,NY,Stopped in Traffic,Center Back End,Right Rear Bumper,Left Rear Bumper,,,N,,Unspecified,Unspecified
14858054,3292788,09/08/2015,21:30,1,NY,PASSENGER VEHICLE,,,,,,,,,Parked,,,,,,,,Illness,
13750457,266109,05/24/2013,20:00,2,FL,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,
19139862,4229125,10/24/2019,17:50,f4d760a5-a9b9-497e-80c6-bb4ef598b321,NY,Box Truck,HINO -TRUCK/BUS,,2018,North,0,,,,Parked,Left Front Bumper,Left Front Bumper,,,,N,,Unspecified,Unspecified
19139432,4228913,10/24/2019,19:00,de94213c-ef3f-4cfb-ba3e-9de1d2c5a77b,NY,Station Wagon/Sport Utility Vehicle,NISS -CAR/SUV,,2017,West,1,F,Licensed,NY,Changing Lanes,Right Front Bumper,Right Front Quarter Panel,Right Front Quarter Panel,No Damage,No Damage,N,,Unsafe Lane Changing,Unspecified
13229136,239864,10/18/2012,12:50,2,MA,LARGE COM VEH(6 OR MORE TIRES),,,,,,,,,,,,,,,,,Unspecified,
17319910,3547635,10/26/2016,9:30,984463,NY,Sedan,TOYT -CAR/SUV,,2016,North,0,F,Licensed,NY,Parked,Right Front Quarter Panel,Right Side Doors,Right Rear Quarter Panel,,,N,,Unspecified,Unspecified
9396182,55557,07/04/2012,13:00,1,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,
19138659,4229052,10/24/2019,12:04,656595a2-3d65-43c9-9826-5fe497fff859,ON,Sedan,HOND -CAR/SUV,,2018,Southeast,2,M,Licensed,ON,Entering Parked Position,Left Front Bumper,Left Front Bumper,No Damage,No Damage,No Damage,N,,Driver Inattention/Distraction,Unspecified
12056337,335730,05/14/2014,9:30,2,,BICYCLE,,,,,,,,,Going Straight Ahead,,,,,,,,Other Vehicular,
19138705,4229068,10/24/2019,17:45,baf1b770-1a85-468a-a1e4-3c57e1f42e6c,NY,Station Wagon/Sport Utility Vehicle,HOND -CAR/SUV,,2005,East,1,M,Licensed,PA,Making U Turn,Center Front End,Center Front End,Left Front Bumper,Right Front Bumper,,Unspecified,,Unspecified,Unspecified
8533957,11284,08/20/2013,22:30,2,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,
14648689,3200207,04/09/2015,19:05,1,NY,OTHER,,,,,,,,,Going Straight Ahead,,,,,,,,Passenger Distraction,
13529255,3065444,04/05/2013,14:50,1,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,
19139383,4228941,10/24/2019,15:43,47e9d857-74d3-4bb2-8256-bdaff2aec056,NY,Station Wagon/Sport Utility Vehicle,HOND -CAR/SUV,,1999,North,1,M,Licensed,NY,Going Straight Ahead,Center Front End,Center Front End,Center Back End,,,N,,Following Too Closely,Unspecified
19139525,4228729,10/24/2019,9:00,26f5940f-5d73-479b-89dc-8d2be90d8ab3,NY,School Bus,IC -CAR/SUV,,2008,East,0,M,Licensed,NY,Going Straight Ahead,Right Front Bumper,Right Front Quarter Panel,,,,N,,Passing Too Closely,Unspecified
19138619,4229016,10/24/2019,18:25,ce4d9f55-c6c5-4239-a096-d5442e419a56,NJ,Sedan,JEEP -CAR/SUV,,2014,East,0,F,Licensed,NY,Going Straight Ahead,Center Back End,Center Back End,Right Rear Bumper,Left Rear Bumper,No Damage,N,,Unspecified,Unspecified
19139394,4229031,10/24/2019,22:11,e850cd60-9087-4d49-864a-2e5134bb0e97,NY,Taxi,TOYT -CAR/SUV,,2014,South,0,M,Licensed,NY,Going Straight Ahead,Right Front Bumper,Right Front Bumper,,,,N,,Driver Inattention/Distraction,Unspecified
19139590,4228876,10/24/2019,17:00,1cd6eb78-fcaa-43b5-a515-3dc053dd8297,NY,Pick-up Truck,FORD -CAR/SUV,,1999,East,1,M,Unlicensed,NY,Going Straight Ahead,Right Front Bumper,Right Front Bumper,Center Front End,Left Front Bumper,Right Front Quarter Panel,N,,Driver Inattention/Distraction,Unspecified
14712708,3226503,05/23/2015,21:36,1,MO,PASSENGER VEHICLE,,,,,,,,,Going Straight Ahead,,,,,,,,Failure to Yield Right-of-Way,
8998479,35429,07/05/2013,9:50,2,NY,SPORT UTILITY / STATION WAGON,,,,,,,,,,,,,,,,,Unspecified,
19139268,4228956,10/24/2019,13:20,2023b3b6-d91a-4281-9d73-2ac8bfac2d63,NY,Box Truck,,,2007,North,1,M,Licensed,NY,Going Straight Ahead,Center Front End,Right Front Bumper,Left Front Bumper,,,N,,Following Too Closely,Unspecified
19141099,4221934,10/12/2019,14:00,af2d5b1f-574d-47ca-b1ef-ef88571435d1,NY,Station Wagon/Sport Utility Vehicle,FORD -CAR/SUV,,2008,Northwest,2,M,Licensed,NY,Changing Lanes,Right Side Doors,Right Side Doors,Right Front Quarter Panel,,,N,,Unsafe Lane Changing,Unspecified
14833728,3280727,08/18/2015,14:20,2,NY,PASSENGER VEHICLE,,,,,,,,,Going Straight Ahead,,,,,,,,Lost Consciousness,
17420144,3563221,11/18/2016,15:15,1088245,IL,Pick-up Truck,FORD -CAR/SUV,,1993,West,1,M,Unlicensed,NY,Slowing or Stopping,Center Front End,Center Front End,Left Front Bumper,Center Back End,Right Rear Bumper,N,,Following Too Closely,Driver Inattention/Distraction
14646299,3199239,04/08/2015,15:30,1,MD,PASSENGER VEHICLE,,,,,,,,,Going Straight Ahead,,,,,,,,Unspecified,
19140507,4229115,10/24/2019,11:40,28abd15b-3caa-4808-8f4c-946fffae5df6,NY,Sedan,NISS -CAR/SUV,,2018,East,1,F,Licensed,NY,Passing,Right Front Quarter Panel,Right Front Quarter Panel,,,,N,,Passing or Lane Usage Improper,Unspecified
13844415,268872,10/27/2012,13:40,1,NY,SPORT UTILITY / STATION WAGON,,,,,,,,,,,,,,,,,Unspecified,
11565190,158931,09/23/2013,14:00,2,NY,SPORT UTILITY / STATION WAGON,,,,,,,,,,,,,,,,,Backing Unsafely,
12056310,334075,05/11/2014,23:30,1,NY,UNKNOWN,,,,,,,,,Going Straight Ahead,,,,,,,,Unspecified,
14991843,3359992,12/23/2015,18:30,2,NY,PASSENGER VEHICLE,,,,,,,,,Going Straight Ahead,,,,,,,,Outside Car Distraction,
8534739,11685,11/10/2013,11:27,1,NY,TAXI,,,,,,,,,,,,,,,,,Unspecified,
19139463,4228825,10/24/2019,16:46,fdb03dae-5e33-4e94-89d0-97a52c0073d9,NY,Taxi,TOYT -CAR/SUV,,2013,South,1,M,Licensed,NY,Going Straight Ahead,Left Front Bumper,Center Front End,Right Front Bumper,,,N,,Driver Inattention/Distraction,Unspecified
19139595,4228866,10/24/2019,19:00,6465022d-b759-4eff-915b-d7a81ae3a813,NY,Motorcycle,HOND -MCL,,2000,South,1,M,Licensed,NY,Going Straight Ahead,Center Front End,Center Front End,Right Front Bumper,Left Front Bumper,,N,,Driver Inattention/Distraction,Unspecified
15081411,3405096,03/13/2016,15:00,2,NY,MOTORCYCLE,,,,,,,,,Going Straight Ahead,,,,,,,,Lost Consciousness,
17352817,3589368,10/24/2016,10:17,1267937,NY,Sedan,TOYT -CAR/SUV,,1994,North,1,M,Licensed,NY,Going Straight Ahead,Center Front End,Center Front End,No Damage,No Damage,No Damage,N,,Following Too Closely,Unspecified
10157552,89182,10/19/2012,23:15,2,FL,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,
15004954,3366573,01/07/2016,12:29,2,NY,PASSENGER VEHICLE,,,,,,,,,Going Straight Ahead,,,,,,,,Unspecified,
13654992,263174,11/12/2013,9:15,2,NY,SPORT UTILITY / STATION WAGON,,,,,,,,,,,,,,,,,Failure to Yield Right-of-Way,
14822099,3274990,08/09/2015,6:20,4,NY,PASSENGER VEHICLE,,,,,,,,,Parked,,,,,,,,Unspecified,
9799870,75601,11/20/2013,23:03,2,NY,BUS,,,,,,,,,,,,,,,,,Unspecified,
19139051,4229004,10/24/2019,18:40,5aec30e5-0170-47ed-900f-66cfb98a401c,NY,Sedan,TOYT -CAR/SUV,,,West,,,,,Backing,Center Back End,Center Back End,,,,N,,Backing Unsafely,Unspecified
8794899,2826657,11/20/2014,19:15,3,NY,SPORT UTILITY / STATION WAGON,,,,,,,,,Parked,,,,,,,,Unspecified,
19139865,4228840,10/24/2019,16:30,74a56681-d800-417f-ac5c-6da04a9f0ac4,PA,Sedan,TOYT -CAR/SUV,,2017,North,0,M,Licensed,PA,Making Right Turn,Center Front End,Center Front End,No Damage,No Damage,No Damage,N,,Unspecified,Unspecified
19139781,4229157,10/24/2019,15:37,3bb5026f-792b-4ff4-a51a-6ed07a2eae3d,IL,Sedan,NISS -CAR/SUV,,2007,North,1,,,,Going Straight Ahead,Center Front End,Center Front End,No Damage,No Damage,No Damage,N,,Driver Inattention/Distraction,Unspecified
19140231,4229376,10/24/2019,19:15,55db4072-23b3-427b-8b68-acfb93984c8e,NY,Station Wagon/Sport Utility Vehicle,ACUR -CAR/SUV,,2007,North,2,M,Unlicensed,NY,Going Straight Ahead,Right Side Doors,Right Side Doors,Right Rear Quarter Panel,,,N,,Driver Inattention/Distraction,Driver Inexperience
19139072,4228865,10/24/2019,10:00,6c72c98f-bf8b-40a6-ac74-5e025263da89,NJ,Pick-up Truck,FORD -CAR/SUV,,2017,Unknown,0,,,,Parked,Right Front Quarter Panel,Right Front Quarter Panel,,,,N,,Unspecified,Unspecified
19139016,4228869,10/24/2019,19:30,27eb56e5-a0e2-475f-8b42-438a7330a82f,NY,Sedan,NISS -CAR/SUV,,2016,East,2,M,Licensed,NY,Going Straight Ahead,Right Front Quarter Panel,Right Front Quarter Panel,Right Front Bumper,No Damage,No Damage,N,,Unspecified,Unspecified
14578714,3171338,02/17/2015,10:00,1,NY,PASSENGER VEHICLE,,,,,,,,,Going Straight Ahead,,,,,,,,Unspecified,
14672152,3209919,04/26/2015,1:14,1,NY,PASSENGER VEHICLE,,,,,,,,,Going Straight Ahead,,,,,,,,Alcohol Involvement,
17316201,3546261,10/22/2016,16:50,970070,NY,Pick-up Truck,FORD -CAR/SUV,,2012,North,1,M,Licensed,NY,Going Straight Ahead,Center Front End,Center Front End,Left Front Bumper,Center Front End,Right Front Bumper,N,,Following Too Closely,Unspecified
19138839,4229048,10/24/2019,14:50,24728b5c-f1ff-42a1-9c2b-37077edcf1e8,AL,Sedan,HOND -CAR/SUV,,2019,West,3,M,Licensed,AL,Going Straight Ahead,Center Back End,Center Back End,,,,N,,Unspecified,Unspecified
19140643,4229502,10/20/2019,16:10,a1b36722-2726-418c-8acc-f23eda445399,NY,Sedan,FORD -CAR/SUV,,2015,South,,,,,Going Straight Ahead,Center Front End,No Damage,No Damage,No Damage,No Damage,N,,Following Too Closely,Unspecified
14599251,3151687,01/12/2015,11:43,1,NY,PASSENGER VEHICLE,,,,,,,,,Going Straight Ahead,,,,,,,,Unspecified,
19140142,4229260,10/24/2019,13:05,427b1cba-8f1f-4c21-856e-af6fec1ed99b,NY,Station Wagon/Sport Utility Vehicle,TOYT -CAR/SUV,,2014,West,0,M,Licensed,NY,Parked,Right Rear Quarter Panel,Right Rear Quarter Panel,Right Side Doors,Center Back End,Right Rear Bumper,N,,Unspecified,Unspecified
17375601,3585106,12/22/2016,5:00,1239033,NY,Tractor Truck Diesel,peter,,2003,North,1,M,Licensed,NY,Going Straight Ahead,Right Front Bumper,Right Front Bumper,No Damage,No Damage,No Damage,N,,Following Too Closely,Unspecified
19139034,4228742,10/24/2019,11:21,5b54282f-c0b9-4953-88f6-bb539cd6f50e,NJ,Station Wagon/Sport Utility Vehicle,INFI -CAR/SUV,,2019,West,1,F,Licensed,NY,Parked,Left Rear Bumper,Left Rear Bumper,No Damage,No Damage,No Damage,Unspecified,,Unspecified,Unspecified
9439011,58841,07/20/2013,18:36,1,NY,LIVERY VEHICLE,,,,,,,,,,,,,,,,,Unspecified,
17255296,3570241,11/30/2016,3:55,1135053,NY,Station Wagon/Sport Utility Vehicle,JEEP -CAR/SUV,,2016,West,1,M,Licensed,NY,Going Straight Ahead,Left Rear Quarter Panel,Left Rear Quarter Panel,,,,N,,Traffic Control Disregarded,Unspecified
19139485,4228931,10/24/2019,8:45,972b46e3-0394-48b4-b700-1cbfd6e92957,NY,Station Wagon/Sport Utility Vehicle,SUBA -CAR/SUV,,2001,South,1,M,Licensed,NY,Going Straight Ahead,Left Front Quarter Panel,Left Front Quarter Panel,Left Front Bumper,,,N,,Unspecified,Unspecified
19140820,4229609,10/23/2019,14:00,962dbac7-a5ef-4ffe-8f8e-3697b2287855,NY,Station Wagon/Sport Utility Vehicle,HOND -CAR/SUV,,2018,North,1,F,Licensed,NY,Going Straight Ahead,Left Front Bumper,Left Front Bumper,Left Front Quarter Panel,,,N,,Unspecified,Unspecified
15027911,3378142,01/26/2016,17:30,2,NY,TAXI,,,,,,,,,,,,,,,,,Unspecified,
19139230,4228779,10/24/2019,11:08,13ccb2ea-bb38-4270-bf70-10efcba24ecd,FL,Station Wagon/Sport Utility Vehicle,PORS -CAR/SUV,,2009,North,1,F,Licensed,NY,Parked,Right Rear Quarter Panel,Right Front Bumper,Right Front Quarter Panel,Right Side Doors,No Damage,N,,Unspecified,Unspecified
19138597,4228677,10/24/2019,9:00,d7eedd45-36ca-402c-b0d8-319d2a80f03a,NY,Station Wagon/Sport Utility Vehicle,CHRY -CAR/SUV,,2018,Northwest,1,M,Licensed,NJ,Making Right Turn,Right Side Doors,Right Side Doors,Right Rear Quarter Panel,,,N,,Unspecified,Unspecified
9122202,41173,05/06/2013,20:35,1,NJ,SPORT UTILITY / STATION WAGON,,,,,,,,,,,,,,,,,Failure to Yield Right-of-Way,
19139731,4228886,10/24/2019,18:35,c85b12ee-6f2f-4b7f-ae57-0e80fd73fdcf,NY,Station Wagon/Sport Utility Vehicle,JEEP -CAR/SUV,,2015,South,1,M,Licensed,NY,Going Straight Ahead,Left Side Doors,Left Rear Quarter Panel,No Damage,No Damage,No Damage,N,,Unsafe Lane Changing,Unspecified
16938759,3435821,03/14/2016,21:19,13701,MD,Pick-up Truck,FRHT,TRUCK TRADE,2011,East,1,M,Licensed,CT,Going Straight Ahead,No Damage,No Damage,,,,N,,Unspecified,Unspecified
9970818,83030,05/21/2013,19:00,2,NY,SPORT UTILITY / STATION WAGON,,,,,,,,,,,,,,,,,Driver Inattention/Distraction,
17377465,3517383,09/12/2016,5:16,779814,NY,Sedan,HOND -CAR/SUV,,2003,West,2,F,Licensed,NY,Going Straight Ahead,Left Side Doors,Left Side Doors,No Damage,No Damage,No Damage,N,,Unspecified,Unspecified
19140726,4229605,10/24/2019,17:30,667572ca-8a5e-45ef-9f8e-0592fff275db,NY,Station Wagon/Sport Utility Vehicle,CHEV -CAR/SUV,,1999,East,3,M,Licensed,NY,Going Straight Ahead,Center Back End,Center Back End,Right Rear Bumper,Left Rear Bumper,,N,,Unspecified,Unspecified
14940681,3334227,11/13/2015,19:00,2,NY,PASSENGER VEHICLE,,,,,,,,,Entering Parked Position,,,,,,,,,
17409331,3589665,12/30/2016,19:00,1270093,NY,Station Wagon/Sport Utility Vehicle,NISS -CAR/SUV,,2010,North,1,M,Licensed,NY,Parked,Left Front Quarter Panel,Left Front Quarter Panel,Left Front Bumper,Left Side Doors,,N,,Unspecified,Unspecified
14836297,3281978,08/20/2015,23:05,2,NY,PASSENGER VEHICLE,,,,,,,,,Making Right Turn,,,,,,,,Unspecified,
11758837,1025554,09/17/2014,15:00,2,NY,BUS,,,,,,,,,Making Right Turn,,,,,,,,Unspecified,
19140725,4229524,10/24/2019,13:00,afdcff4b-7240-4695-9e74-b713a5246900,,,,,,Unknown,1,,,,,Other,Other,,,,Unspecified,,Driver Inattention/Distraction,
19138790,4229081,10/24/2019,19:45,0f022a2c-8001-4a1f-81fb-448d04b09e5b,NY,Taxi,TOYT -CAR/SUV,,2015,Northeast,1,M,Licensed,NY,Making Left Turn,Left Front Bumper,Left Front Bumper,,,,N,,Driver Inexperience,Failure to Yield Right-of-Way
14563086,3164812,02/06/2015,10:25,2,NY,TAXI,,,,,,,,,Changing Lanes,,,,,,,,Other Vehicular,
9970061,82726,04/11/2013,14:00,2,NY,BUS,,,,,,,,,,,,,,,,,Unspecified,
19693462,4322092,06/22/2020,7:30,eadf72ff-d03f-430d-8505-d9db881c3332,NY,Sedan,TOYT -CAR/SUV,,2015,North,0,,,,Parked,Center Front End,Center Front End,Left Front Bumper,Right Front Bumper,No Damage,N,,Unspecified,Unspecified
19140705,4224138,10/14/2019,9:00,a5631852-da97-4a36-91ec-8cce669de2fa,PA,Sedan,HOND -CAR/SUV,,2014,West,0,,,,Parked,Right Rear Bumper,Right Rear Bumper,Right Rear Quarter Panel,,,N,,Unspecified,Unspecified
19140659,4229690,10/23/2019,8:30,93535305-9a56-4e0e-9d49-ec17cb8f754a,NY,Station Wagon/Sport Utility Vehicle,JEEP -CAR/SUV,,2014,South,1,M,Licensed,NY,Making Left Turn,Center Front End,Center Front End,,,,N,,Unspecified,Unspecified
14504418,3140424,12/19/2014,14:45,2,NY,SPORT UTILITY / STATION WAGON,,,,,,,,,Going Straight Ahead,,,,,,,,Unspecified,
17044144,3434721,05/04/2016,13:00,226380,MA,4 dr sedan,DODG -CAR/SUV,DODG CHA,2015,East,1,,,,Parked,Left Side Doors,Left Front Quarter Panel,,,,N,,Unspecified,Unspecified
16938968,3430394,03/17/2016,18:50,52325,NY,Station Wagon/Sport Utility Vehicle,chrysler,town and country,2015,Unknown,0,U,,,Parked,Left Rear Bumper,Left Rear Bumper,,,,N,,Unspecified,Unspecified
19140519,4229191,10/24/2019,10:44,a7475f54-2c46-4899-ac7a-a85520f234bb,NY,Sedan,HOND -CAR/SUV,,2007,East,1,M,Licensed,NY,Going Straight Ahead,Right Front Bumper,Right Front Bumper,,,,N,,Passing or Lane Usage Improper,Unspecified
14511804,3143508,12/26/2014,21:00,1,NY,PASSENGER VEHICLE,,,,,,,,,Going Straight Ahead,,,,,,,,Unspecified,
19140262,4229167,10/24/2019,11:05,1ea64cbc-399d-43fb-8127-130bc2005d1d,NY,Flat Bed,MACK-TRUCK/BUS,,2019,North,1,M,Licensed,NY,Going Straight Ahead,Right Front Bumper,Right Front Bumper,,,,N,,Unspecified,Unspecified
19140837,4229620,10/24/2019,14:35,99e8cf54-c1a1-495f-adaf-d6e2941c680f,NY,Sedan,HYUN -CAR/SUV,,2017,West,1,M,Licensed,NY,Going Straight Ahead,Center Back End,Center Back End,,,,N,,Unspecified,Unspecified
19140583,4228838,10/24/2019,17:00,c122eb1a-e1d6-4fa7-a336-0c3d7005c6d9,NY,Station Wagon/Sport Utility Vehicle,,,2014,West,1,M,Licensed,NY,Going Straight Ahead,Left Rear Quarter Panel,Left Rear Quarter Panel,No Damage,No Damage,No Damage,N,,Passing Too Closely,Unspecified
19138901,4228861,10/24/2019,8:36,d92e1aad-7e7b-4437-9f06-6e1258c252c0,FL,Sedan,AUDI -CAR/SUV,,2018,East,1,M,Licensed,NY,Going Straight Ahead,Center Front End,Center Front End,Right Front Bumper,Left Front Bumper,,N,,Driver Inattention/Distraction,Unspecified
19140939,4229590,10/20/2019,22:15,7615e847-2462-4bf7-b7e9-34717602145a,NY,Station Wagon/Sport Utility Vehicle,CHEV -CAR/SUV,,2012,Unknown,0,,,,Parked,Left Rear Bumper,Left Rear Bumper,,,,N,,Unspecified,Unspecified
17154674,3449248,05/31/2016,0:05,491751,NY,Station Wagon/Sport Utility Vehicle,NISS -CAR/SUV,,2012,South,0,,,,Parked,Right Rear Bumper,Right Rear Quarter Panel,,,,N,,Unspecified,Unspecified
19139704,4228760,10/24/2019,8:30,e013e4c1-ac9f-4ff2-81f6-162168d64a07,NY,Station Wagon/Sport Utility Vehicle,FORD -CAR/SUV,,2016,East,0,,,,Parked,Center Front End,Center Front End,,,,N,,Unspecified,Unspecified
10156531,2912308,08/24/2012,9:40,2,MA,SPORT UTILITY / STATION WAGON,,,,,,,,,,,,,,,,,Driver Inattention/Distraction,
19139093,4229024,10/24/2019,10:58,794caf6c-ea79-41c2-9694-a2d6e46493f3,IL,Bus,MCIN-TRUCK/BUS,,2017,Southeast,0,M,Licensed,NY,Making Left Turn,Left Side Doors,Left Side Doors,No Damage,No Damage,No Damage,N,,Driver Inattention/Distraction,Unspecified
19693299,4322349,06/22/2020,18:10,7675ccbe-68b6-4842-8998-ebe005cc0d5d,NY,Van,TOYT-TRUCK/BUS,,2016,East,1,M,Licensed,NY,Going Straight Ahead,Right Side Doors,Right Side Doors,,,,N,,Other Vehicular,Other Vehicular
19138636,4229037,10/24/2019,17:11,19940c03-c719-4cbb-945d-bb41b8fbef8b,IL,Station Wagon/Sport Utility Vehicle,TOYT -CAR/SUV,,2004,South,2,M,Licensed,NY,Going Straight Ahead,Center Front End,Right Front Bumper,Right Front Quarter Panel,,,N,,Driver Inattention/Distraction,Unspecified
9118842,39434,11/30/2012,11:30,2,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Fatigued/Drowsy,
19138591,4228615,10/24/2019,8:30,93d15b5b-02e3-4c34-bef6-aaa8edf7fda4,NY,Sedan,FORD -CAR/SUV,,2014,Southeast,1,M,Licensed,NY,Making Left Turn,Left Front Quarter Panel,Left Front Quarter Panel,,,,N,,Unspecified,Unspecified
14754561,3243745,06/19/2015,11:50,1,NY,PASSENGER VEHICLE,,,,,,,,,Going Straight Ahead,,,,,,,,Unspecified,
15022049,3375179,01/22/2016,10:10,1,NY,PASSENGER VEHICLE,,,,,,,,,Going Straight Ahead,,,,,,,,Unspecified,
13982442,275144,02/26/2013,17:30,1,SC,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,
9504593,61192,07/17/2013,1:50,2,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,
17349952,3524151,09/19/2016,9:20,976749,NY,Station Wagon/Sport Utility Vehicle,FORD -CAR/SUV,,2004,South,1,M,Licensed,NY,Making Left Turn,Left Front Bumper,Center Front End,Right Front Bumper,,,N,,Unspecified,Unspecified
17261779,3508420,08/26/2016,11:20,708362,NY,Station Wagon/Sport Utility Vehicle,LEXS -CAR/SUV,,2006,Southeast,2,M,Licensed,NY,Going Straight Ahead,Center Front End,No Damage,,,,N,,Driver Inattention/Distraction,Unspecified
14897251,3312469,10/09/2015,20:50,1,NY,OTHER,,,,,,,,,Going Straight Ahead,,,,,,,,Unspecified,
19141050,4229511,10/24/2019,18:32,52862068-0cea-4a5b-8cfe-5517d54772f1,NY,Sedan,TOYT -CAR/SUV,,2020,North,1,F,Licensed,NY,Going Straight Ahead,Right Front Bumper,Right Front Quarter Panel,,,,N,,Driver Inattention/Distraction,Driver Inattention/Distraction
13408714,246242,08/13/2012,16:55,2,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,
19139059,4229028,10/24/2019,15:30,71d795f2-fd79-45d4-b739-f640b521affd,,E-Sco,n/a,,,North,1,M,,,Making Left Turn,Left Front Bumper,Left Front Bumper,,,,N,,Unspecified,Unspecified
19140449,4229131,10/24/2019,22:20,72632733-fd20-43d6-bdf8-f7d6e7f75c5d,,,,,,,,,,,,,,,,,Unspecified,UTILITY POLE,,
14713801,3225319,05/21/2015,12:45,2,NY,PICK-UP TRUCK,,,,,,,,,Going Straight Ahead,,,,,,,,Unspecified,
19139376,4228635,10/24/2019,7:30,a911f7b6-0635-4e53-a808-216a824ce3ea,NY,Station Wagon/Sport Utility Vehicle,FORD -CAR/SUV,,2010,North,1,M,Licensed,NY,Stopped in Traffic,Right Rear Bumper,Right Rear Bumper,,,,N,,Unspecified,Unspecified
19138722,4229032,10/24/2019,22:48,386549d6-8886-4ecc-9904-2ae51ce1a9d4,NY,Station Wagon/Sport Utility Vehicle,FORD -CAR/SUV,,2019,West,0,,,,Parked,Right Rear Bumper,Right Rear Bumper,Right Rear Quarter Panel,,,N,,Unspecified,Unspecified
8702657,18912,04/27/2013,3:00,2,NY,SPORT UTILITY / STATION WAGON,,,,,,,,,,,,,,,,,Fatigued/Drowsy,
19139991,4229103,10/24/2019,22:40,3c77d295-8de8-41cd-8e41-5d562b376b57,NY,Taxi,TOYT -CAR/SUV,,2015,East,1,M,Licensed,NY,Going Straight Ahead,Right Side Doors,Right Side Doors,No Damage,No Damage,No Damage,N,,Unspecified,Unspecified
13241410,244750,01/05/2014,16:00,2,NJ,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,
9503405,60786,03/04/2013,8:55,2,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,
14998179,3363181,12/31/2015,8:55,2,NY,PASSENGER VEHICLE,,,,,,,,,Parked,,,,,,,,Unspecified,
19138606,4228994,10/24/2019,20:44,01cdcb25-92c9-4675-8f94-800da9e5e8f9,NY,Station Wagon/Sport Utility Vehicle,TOYT -CAR/SUV,,2015,North,1,M,Licensed,NY,Going Straight Ahead,Right Rear Quarter Panel,Right Rear Quarter Panel,,,,N,,Passing Too Closely,Unspecified
19140964,4229652,10/18/2019,3:19,bf167884-dfa9-43f2-9526-c2555c8cfaf5,NY,Sedan,FORD -CAR/SUV,,2014,West,0,,,,Parked,Right Rear Bumper,Right Rear Bumper,No Damage,No Damage,No Damage,N,,Unspecified,Unspecified
17392034,3570304,11/29/2016,17:10,1158904,NY,Sedan,NISS -CAR/SUV,,2012,North,2,M,Licensed,NY,Making Left Turn,Center Front End,No Damage,No Damage,No Damage,No Damage,N,,Driver Inattention/Distraction,Failure to Yield Right-of-Way
10669933,115753,11/09/2013,12:50,1,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,
9279658,48176,04/13/2013,10:17,1,NJ,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Other Vehicular,
16975598,3405490,04/15/2016,12:55,144051,NY,truck,isuza,deliv,2012,North,1,M,Licensed,NJ,Going Straight Ahead,Left Side Doors,Left Side Doors,No Damage,No Damage,No Damage,N,,Unspecified,Unspecified
19140717,4229516,10/18/2019,20:00,50ae3e29-e7d3-4f2a-9654-600bcd2af1a7,NY,Sedan,NISS -CAR/SUV,,2018,West,1,M,Licensed,NY,Going Straight Ahead,Center Back End,Center Back End,Right Rear Bumper,Center Back End,,N,,Unspecified,Unspecified
